Avg_MHz	Busy%	PkgTmp	PkgWatt
367	22.74	72	53.95
363	21.70	72	45.86
377	22.19	72	43.01
339	21.44	73	51.99
355	22.34	73	44.29
354	21.67	72	51.27
354	21.47	72	48.15
342	21.30	73	41.65
381	21.85	73	52.16
336	20.19	73	52.67
376	22.85	72	54.35
351	21.47	72	53.35
391	22.23	73	55.06
389	21.84	72	54.93
337	23.10	72	45.13
455	23.32	73	68.87
426	22.11	72	59.46
429	22.35	73	60.00
404	21.34	73	58.35
291	19.35	72	49.53
394	23.59	71	44.06
383	21.81	72	44.28
363	21.63	72	54.22
355	21.41	72	53.43
373	22.23	73	54.17
367	21.40	74	54.40
313	20.41	73	45.27
356	22.57	73	40.19
378	21.82	72	42.66
378	22.50	72	49.51
363	22.21	73	53.87
360	24.65	72	54.42
430	23.54	72	51.51
413	21.81	73	49.85
295	19.74	71	51.24
316	21.67	72	41.06
367	21.25	72	42.52
373	21.22	72	46.38
356	22.15	72	54.10
352	21.17	72	53.46
394	22.64	72	54.80
355	21.87	72	53.39
327	21.28	72	45.28
347	22.93	71	46.33
401	24.79	72	57.18
439	22.75	72	60.00
326	20.03	72	53.29
364	21.86	72	53.95
368	21.27	73	54.15
352	21.27	72	53.03
345	21.03	72	53.58
397	23.24	73	55.11
391	22.12	73	55.02
366	21.45	72	53.99
319	20.57	72	52.23
372	21.92	73	54.22
381	21.38	74	54.73
379	21.37	73	53.74
354	20.57	72	54.79
363	21.70	73	53.96
388	21.90	72	55.01
399	22.60	73	55.66
345	20.60	73	53.49
366	22.03	73	53.63
397	22.81	73	55.46
384	21.37	73	55.22
340	20.25	72	53.32
396	22.78	73	55.02
353	20.57	72	53.77
371	22.25	73	53.96
340	20.90	72	53.06
409	24.10	74	55.30
389	21.98	73	55.00
360	21.52	73	53.84
349	23.10	73	52.69
427	23.20	73	60.22
427	22.10	73	60.10
427	22.31	73	59.80
405	21.37	73	58.11
391	21.82	73	55.29
386	21.63	73	55.17
363	21.40	73	52.85
353	22.88	73	53.54
366	21.66	72	56.83
351	21.65	73	53.46
324	20.87	73	43.09
376	24.11	73	46.43
405	21.98	73	54.73
332	20.92	72	59.00
324	19.96	72	53.25
421	25.59	74	57.48
437	22.81	73	60.28
425	22.53	73	58.90
299	18.96	73	52.10
371	22.65	73	53.94
384	21.66	73	54.80
393	22.23	73	55.04
365	21.40	73	54.26
361	21.45	74	53.48
381	21.25	73	54.93
402	22.99	73	55.53
339	20.29	73	53.22
349	21.60	74	53.92
401	23.83	73	57.03
433	22.61	73	60.13
387	20.75	74	56.61
383	21.46	74	54.98
332	19.94	73	50.11
355	22.60	74	57.78
355	21.32	73	53.79
401	23.17	73	55.49
384	21.83	73	54.93
337	21.15	73	53.39
325	20.70	74	52.23
386	22.39	73	54.83
383	21.42	73	55.06
377	21.42	74	54.88
329	20.70	73	48.37
372	21.74	74	58.57
386	21.63	73	55.27
367	21.60	73	54.49
350	21.24	73	52.79
349	22.55	73	54.42
426	23.49	73	58.83
425	22.31	74	59.33
379	20.67	74	55.54
386	21.60	74	55.12
323	20.78	73	52.21
352	21.79	73	54.67
371	21.68	74	54.50
401	22.96	73	55.47
373	21.06	73	54.77
334	21.01	74	53.18
396	24.04	73	56.64
434	23.02	73	60.14
429	22.44	74	60.28
401	21.82	74	57.41
384	21.25	73	57.02
378	21.13	74	54.92
381	21.24	74	54.79
345	21.23	73	53.65
368	23.05	73	49.83
390	22.06	73	62.07
383	21.46	74	54.90
327	20.92	73	52.60
398	23.82	74	57.40
417	22.16	73	58.93
383	21.00	74	55.76
313	20.37	74	52.46
401	23.88	74	57.73
441	23.35	73	60.71
368	20.61	73	57.53
300	20.18	74	51.55
375	22.57	74	54.52
397	22.58	74	55.49
376	21.51	74	53.18
341	20.98	73	54.44
342	20.98	73	53.73
377	21.29	74	55.16
372	20.90	73	55.07
361	21.48	73	54.66
342	20.31	74	53.56
392	22.50	74	55.25
383	21.76	74	54.48
353	21.73	73	54.62
388	21.83	75	55.20
339	19.70	74	53.68
351	21.10	74	53.71
308	20.60	74	52.23
341	21.42	74	44.15
390	22.55	74	44.16
339	20.37	73	45.34
325	21.80	74	47.04
422	23.56	73	47.12
427	22.62	73	52.12
411	21.34	75	59.72
349	19.57	73	54.65
371	21.26	73	54.78
362	20.64	74	55.17
327	20.47	73	52.80
349	21.74	74	41.97
341	21.88	73	53.23
416	23.19	73	58.75
415	22.01	75	59.13
396	21.93	74	56.04
380	21.32	74	55.21
310	19.31	74	52.37
348	22.18	73	54.58
344	21.24	74	53.35
364	22.39	74	51.74
377	21.29	73	43.78
335	21.59	73	46.74
362	23.43	73	47.38
420	22.36	73	47.98
338	15.32	73	53.75
317	15.56	74	51.16
301	15.02	73	58.30
280	15.02	73	47.49
297	15.08	73	41.25
254	13.83	73	47.29
277	15.89	73	51.09
308	16.16	73	52.53
310	15.57	74	52.31
260	14.56	74	50.39
307	17.35	73	53.42
337	15.83	74	55.43
279	14.39	72	53.02
231	13.76	74	39.75
280	16.96	73	40.74
306	15.59	73	44.12
309	14.86	73	43.64
251	14.40	73	39.23
317	17.86	73	52.46
358	16.50	73	57.27
350	15.71	74	57.28
300	14.46	73	53.64
240	14.64	74	49.72
271	15.03	73	51.00
