Avg_MHz	Busy%	PkgTmp	PkgWatt
308	20.39	72	49.32
351	23.31	72	41.19
425	23.61	73	49.81
320	19.17	72	63.88
394	22.80	73	66.98
415	21.71	73	68.84
421	21.95	72	69.16
399	21.47	73	67.10
374	20.82	72	65.12
376	21.03	73	64.89
337	20.04	73	62.96
342	20.77	73	63.72
396	22.79	73	65.46
371	20.58	73	64.88
361	20.15	73	64.52
323	20.45	73	62.90
406	22.74	72	68.16
448	23.34	74	60.47
416	21.02	74	60.19
378	20.08	74	66.39
336	19.40	73	63.55
373	21.50	74	64.80
359	20.84	73	64.29
376	21.47	73	64.97
339	19.86	73	63.55
372	22.79	73	65.74
395	21.73	73	67.53
360	22.08	73	63.69
366	20.76	73	64.14
341	20.01	73	66.60
351	20.37	73	61.87
388	22.36	73	64.79
374	20.84	73	65.09
364	20.52	73	64.55
318	19.74	74	63.37
395	22.56	73	67.74
413	22.79	74	69.22
404	21.88	74	62.54
358	20.23	73	67.29
331	19.70	73	61.62
352	22.05	73	61.82
358	22.25	73	62.12
336	21.82	73	62.00
414	22.41	73	62.83
380	20.02	74	65.99
339	20.07	73	63.09
406	25.12	74	66.87
426	22.18	73	69.82
407	20.93	73	68.18
335	19.46	73	65.24
365	21.35	74	64.02
392	22.03	73	65.39
374	20.48	74	64.98
344	19.85	74	63.54
375	21.11	74	64.54
378	20.50	74	65.31
410	23.09	74	66.29
336	19.52	73	63.04
385	21.58	73	65.60
382	20.89	73	65.06
382	20.83	73	65.38
358	22.45	73	64.61
406	23.29	74	67.35
396	20.48	74	67.45
380	20.86	73	65.20
312	19.72	73	62.58
339	22.92	73	63.02
401	23.26	74	67.74
422	21.80	74	69.82
327	21.22	73	66.87
480	22.06	73	62.55
436	22.61	74	60.34
416	21.45	73	69.09
393	20.91	74	68.91
376	20.45	74	65.38
380	20.93	74	65.24
381	21.99	73	64.29
356	21.17	74	65.28
329	19.52	74	62.81
374	21.07	74	64.45
351	19.94	73	64.15
373	22.02	74	64.50
335	19.85	73	67.04
388	22.65	74	63.89
386	20.60	74	67.49
392	22.33	73	64.85
392	21.57	74	65.96
326	19.20	73	67.87
353	21.09	74	60.30
372	20.99	74	64.59
390	22.13	73	65.16
363	20.26	74	64.17
327	20.30	73	63.24
411	23.93	74	67.78
422	22.02	73	59.42
430	22.67	75	59.99
381	21.06	74	66.29
333	19.26	74	63.31
371	21.42	73	64.62
375	20.92	74	65.36
341	22.17	74	63.78
414	22.69	75	58.86
381	20.19	74	66.64
343	19.90	73	63.53
327	20.71	74	62.77
392	22.48	74	65.26
380	21.15	75	65.02
309	18.96	74	62.72
362	21.33	74	64.03
375	20.74	75	64.79
391	22.05	74	65.22
310	19.69	74	60.84
