Avg_MHz	Busy%	PkgTmp	PkgWatt
479	28.85	70	57.47
476	29.39	69	57.51
527	30.34	70	59.14
610	33.19	70	62.21
621	31.17	69	62.95
516	30.12	69	59.52
637	33.30	71	68.66
620	31.23	71	68.81
613	30.56	71	68.89
515	31.09	70	56.46
646	31.73	69	74.34
582	30.33	69	64.04
584	31.64	70	64.40
574	33.22	70	64.28
596	31.53	70	61.12
609	31.66	71	61.14
601	30.89	70	66.72
526	30.78	70	64.06
548	30.83	70	62.72
578	31.12	70	54.83
618	31.62	70	56.47
576	32.24	71	63.74
579	31.25	70	55.69
610	33.04	71	58.32
590	30.92	71	59.43
543	29.82	71	60.36
538	30.45	71	51.56
562	30.86	71	51.37
564	31.25	71	51.46
584	31.30	71	53.49
551	29.76	72	60.28
560	30.51	72	65.13
623	31.46	72	66.94
540	31.76	71	60.32
571	32.02	71	53.24
580	30.97	71	55.50
590	31.19	71	64.80
562	29.45	71	61.65
535	29.88	70	60.44
584	30.51	71	63.86
533	30.07	71	56.58
590	32.17	71	68.45
605	31.34	71	65.14
625	33.18	71	66.75
599	31.77	71	66.25
606	31.11	71	65.67
616	30.84	71	67.58
642	31.06	72	68.78
618	31.57	72	66.77
553	30.12	71	64.14
563	30.36	72	64.13
630	31.11	72	68.42
647	31.02	72	70.14
634	31.18	71	67.40
561	31.22	71	63.56
613	32.62	72	63.52
627	30.42	72	67.65
595	30.47	73	66.65
655	31.52	72	69.49
552	28.92	72	57.47
528	28.95	71	71.35
581	31.68	72	62.31
651	32.87	71	68.80
542	30.31	73	59.56
517	30.30	72	52.80
524	29.73	73	73.17
519	30.18	72	59.17
559	31.67	73	58.70
481	28.76	72	53.40
567	32.02	72	74.50
622	31.28	72	68.00
554	30.75	72	63.54
532	31.95	72	60.81
458	29.37	72	57.42
577	32.82	72	63.43
515	29.88	72	61.67
591	31.80	72	65.62
570	29.11	73	64.58
502	28.85	72	60.90
482	29.45	71	58.58
552	30.58	73	64.56
578	31.46	72	63.64
614	31.89	72	63.83
534	29.87	73	58.52
548	31.99	73	69.93
623	31.62	72	66.77
525	29.12	72	59.11
472	29.62	72	61.25
580	33.05	72	63.06
631	30.37	73	68.47
588	30.39	73	68.03
647	34.32	73	68.12
559	29.17	73	63.31
565	31.12	73	61.79
516	29.90	73	59.52
541	30.07	73	59.87
556	29.65	73	61.38
570	30.39	73	61.77
514	29.23	72	59.67
579	31.50	73	61.43
619	30.78	73	64.91
601	32.76	73	63.24
540	29.03	73	61.07
617	33.39	72	65.61
664	31.36	73	69.06
628	31.15	73	67.31
562	30.37	73	62.29
614	31.73	73	66.26
641	31.07	73	69.07
579	29.97	73	63.71
606	32.30	73	61.98
592	31.45	73	67.78
673	31.81	73	71.15
644	29.76	73	68.62
622	29.79	73	65.10
581	30.04	73	62.76
531	30.64	72	60.79
532	30.27	73	60.62
588	30.45	73	63.27
635	31.19	73	66.31
633	32.01	73	65.35
583	30.26	72	63.41
570	32.35	73	58.89
655	31.09	73	71.34
585	30.42	73	65.09
514	30.02	73	59.11
487	29.36	74	61.56
535	30.56	74	61.27
553	30.40	74	62.63
588	30.00	74	65.01
589	31.71	73	65.11
514	30.03	73	59.81
604	31.82	73	64.48
588	30.97	74	65.68
571	29.77	73	62.64
545	30.28	73	61.19
477	29.27	73	59.83
511	30.05	73	59.52
539	29.89	73	61.29
552	30.41	73	61.53
627	33.68	73	64.47
531	29.09	73	61.14
620	32.62	73	65.19
566	30.73	74	63.88
526	29.43	74	62.72
532	30.70	72	58.39
598	29.97	73	65.22
614	30.53	74	64.77
564	28.47	73	64.72
592	31.65	73	59.46
552	30.68	74	70.83
556	30.60	74	62.72
556	30.74	74	64.11
570	30.32	74	65.24
554	29.37	74	62.86
505	29.02	74	59.15
595	29.70	73	67.09
568	29.74	73	63.03
542	30.42	73	59.85
542	32.36	73	53.44
580	31.35	74	73.72
635	32.44	74	67.66
587	31.10	74	64.89
531	28.89	73	60.88
539	30.54	73	61.23
654	31.22	73	67.84
634	30.13	73	69.59
609	31.15	74	66.30
608	30.69	74	66.96
651	34.68	73	66.61
638	31.22	73	66.91
619	30.83	73	65.79
593	30.49	74	64.11
583	31.29	74	62.13
519	28.77	73	61.37
499	29.85	74	58.77
566	31.27	74	61.80
619	30.95	73	66.55
625	31.55	73	65.58
578	31.98	73	63.39
632	31.45	74	67.40
671	33.46	74	68.47
667	30.94	74	68.81
499	27.29	73	62.72
576	32.59	73	63.79
649	31.91	74	67.44
592	30.38	74	64.68
584	30.75	73	63.29
583	31.34	74	62.79
484	25.19	74	59.97
237	15.89	74	42.83
329	17.12	73	51.59
311	15.36	73	52.31
283	14.19	73	58.82
230	14.37	74	50.13
323	16.86	73	55.55
346	15.43	73	58.17
322	14.54	73	57.24
301	16.82	73	53.17
292	16.17	73	52.55
285	15.17	73	49.55
307	15.96	73	44.31
216	13.01	73	49.26
242	15.20	73	50.13
337	16.99	74	56.04
341	15.34	73	56.85
308	14.34	73	54.34
276	14.13	73	49.95
322	17.18	73	54.75
288	14.90	72	52.30
303	15.67	73	52.55
275	15.56	73	50.54
240	14.15	72	36.99
238	14.35	72	38.43
311	17.38	73	42.61
348	15.72	73	57.54
327	15.53	73	57.19
323	15.28	73	56.04
327	19.66	74	44.74
347	16.60	72	45.73
354	16.23	72	46.68
260	13.59	72	52.47
248	14.63	72	50.20
297	15.63	71	51.73
305	15.09	72	52.62
222	12.69	72	49.62
280	15.49	72	51.05
277	14.84	72	51.22
