Avg_MHz	Busy%	PkgTmp	PkgWatt
391	19.96	72	57.39
374	19.59	71	55.90
387	21.44	71	54.51
359	19.57	72	53.79
364	20.10	71	53.66
316	18.67	71	52.04
355	21.28	71	54.33
386	19.65	71	57.29
398	20.15	71	57.34
367	18.54	71	55.95
300	18.11	71	51.64
337	21.65	71	49.81
419	22.21	71	47.15
362	18.98	71	48.13
331	20.05	72	51.72
309	18.04	71	40.44
338	19.72	71	45.16
304	17.73	71	52.26
333	20.70	71	52.47
340	19.33	71	47.33
310	18.37	70	39.82
292	17.88	71	49.78
379	22.69	72	53.61
357	19.26	72	53.64
365	20.01	72	53.85
321	18.13	72	52.08
363	20.11	72	53.76
360	19.19	72	54.08
370	20.02	72	54.08
313	17.92	71	52.05
293	18.02	71	50.63
355	20.44	72	53.06
392	21.92	72	54.45
312	17.87	72	52.13
366	20.40	72	53.76
320	18.17	72	52.23
363	20.22	72	53.64
357	19.26	72	53.82
368	20.08	71	54.08
360	19.43	72	53.92
324	19.05	72	52.62
306	18.77	72	44.74
382	22.19	72	48.83
356	19.40	72	53.66
356	19.53	72	53.70
319	18.61	72	52.28
323	19.91	72	52.08
344	19.26	72	45.29
338	19.96	72	44.40
305	19.59	71	38.48
273	19.58	71	34.70
374	21.53	71	43.92
417	21.67	72	52.37
359	18.65	72	55.27
360	19.69	72	53.72
305	19.16	71	51.74
376	21.00	72	56.62
355	18.62	72	55.02
367	20.03	73	54.41
343	18.75	73	53.78
279	17.91	72	49.75
310	18.94	72	53.01
352	21.50	72	53.11
342	19.44	72	47.86
336	19.08	71	41.20
305	19.67	72	50.08
330	19.64	71	46.72
354	19.70	71	42.54
344	20.05	71	47.03
299	18.66	71	50.74
319	20.41	71	52.71
361	21.11	72	55.23
400	21.35	72	46.56
362	19.56	72	43.46
338	18.86	72	52.97
331	20.99	71	53.34
368	19.67	73	55.70
359	19.48	72	54.41
367	20.09	72	54.21
326	18.45	71	52.71
290	17.83	71	51.12
315	18.88	72	51.97
388	22.83	72	55.15
401	20.94	73	58.34
380	19.35	72	56.90
372	20.05	72	55.02
357	19.25	72	54.06
356	19.17	72	53.43
315	18.82	72	52.58
290	18.64	72	51.16
339	19.82	71	52.82
361	19.58	71	53.85
322	19.95	72	52.73
384	23.08	72	55.65
341	18.42	72	52.68
377	22.36	72	59.43
292	17.34	71	52.73
361	21.70	72	54.78
402	20.41	72	58.74
359	18.07	72	55.83
273	17.05	72	50.57
335	19.69	72	52.83
372	20.72	72	54.19
369	20.25	72	54.40
312	17.95	72	51.92
370	20.74	72	54.48
360	19.47	72	54.03
360	19.47	72	54.33
312	18.56	73	52.24
284	18.39	73	51.20
372	21.80	72	55.63
401	19.86	73	58.72
372	20.01	73	55.74
368	20.09	73	54.43
300	18.23	72	51.50
386	22.43	72	56.80
362	18.82	73	55.26
360	19.47	73	54.13
358	19.78	73	52.51
278	17.94	73	52.19
299	18.86	73	51.62
353	19.50	73	54.02
370	20.44	73	54.38
344	19.56	73	49.60
295	18.10	72	55.56
366	20.59	72	54.27
356	19.10	73	54.26
336	18.99	73	52.75
330	19.81	73	53.03
323	18.84	72	52.52
356	19.28	73	53.87
329	18.49	72	53.46
354	21.03	73	53.47
347	19.38	73	53.49
327	19.05	73	52.81
336	19.62	73	53.17
340	19.96	73	53.20
357	19.41	74	54.00
319	18.45	73	52.93
274	17.98	72	50.92
320	19.16	73	52.09
356	19.34	73	54.13
373	20.54	73	54.63
323	18.69	74	50.49
342	21.01	73	56.54
410	21.20	73	59.23
401	19.87	74	59.28
375	18.93	75	57.43
321	18.37	73	52.93
350	19.83	73	53.53
360	19.45	73	54.65
311	17.89	73	52.65
372	21.59	74	54.25
333	18.84	73	52.81
344	19.70	73	53.54
320	19.38	73	52.84
352	19.88	74	53.84
359	19.43	73	54.18
305	18.42	74	51.91
279	18.22	73	51.40
340	19.67	74	53.01
355	19.12	73	54.35
374	20.71	74	54.63
323	18.46	73	52.66
357	19.89	74	54.08
366	19.96	73	54.76
357	19.64	74	54.04
296	18.51	74	52.28
300	19.50	73	52.09
367	21.88	73	55.36
411	20.57	73	59.58
291	17.12	73	52.48
393	23.40	73	57.17
382	19.54	74	57.10
359	19.24	74	54.58
299	19.61	73	51.81
380	21.77	73	57.12
402	20.03	73	59.33
300	17.93	73	53.75
269	17.47	74	50.90
339	19.44	73	53.35
355	19.11	74	54.32
354	19.39	74	53.70
332	20.07	73	53.18
352	19.92	73	53.63
371	20.31	73	54.66
353	19.04	72	54.24
304	18.17	74	51.01
300	18.50	73	52.92
355	19.82	73	53.77
352	19.00	73	54.56
322	18.99	73	52.72
362	19.81	74	54.52
340	20.09	72	52.89
323	17.51	74	52.95
300	17.19	74	53.01
341	16.01	75	56.86
