Avg_MHz	Busy%	PkgTmp	PkgWatt
514	29.80	74	59.98
531	30.77	74	60.12
642	30.72	73	67.39
523	27.30	74	61.87
494	29.40	73	58.72
561	31.32	73	61.24
539	30.12	73	60.80
537	31.18	74	59.99
511	30.79	73	59.46
526	30.62	74	59.92
595	30.72	74	64.57
579	29.75	74	65.11
576	29.71	74	66.43
573	30.48	73	64.88
595	30.30	74	66.37
635	30.91	74	68.41
566	29.41	73	63.61
543	30.57	74	61.16
535	30.25	74	60.34
501	29.65	74	58.00
446	25.30	74	58.50
337	15.47	74	57.09
341	15.21	74	57.57
338	15.13	74	57.38
327	15.57	74	56.46
353	16.55	75	57.33
346	15.47	74	57.63
354	16.08	75	58.04
309	15.61	74	54.58
285	14.92	74	51.78
269	15.04	73	49.50
297	15.22	73	41.56
311	16.81	73	44.49
344	15.86	73	57.25
346	15.58	73	57.56
350	16.02	73	57.73
312	14.33	74	54.70
315	15.90	74	52.86
322	16.57	74	52.83
304	15.10	73	52.09
299	14.94	73	52.46
304	15.08	73	52.07
305	15.12	73	52.54
305	15.20	73	52.41
298	14.90	74	52.16
310	15.61	73	52.50
305	15.13	73	52.28
308	15.52	73	52.19
316	16.51	73	52.52
307	15.28	73	52.73
304	15.14	73	52.29
300	15.00	72	51.88
303	15.10	72	52.58
305	15.16	73	52.33
304	15.13	73	52.07
306	15.51	73	52.48
306	15.22	72	52.41
306	15.28	72	52.31
332	17.16	73	52.98
298	14.87	73	52.04
306	15.12	73	52.71
308	15.20	73	52.43
308	14.96	73	53.28
300	14.68	73	52.66
306	14.93	73	52.50
318	15.76	73	53.48
307	14.94	73	52.95
300	14.74	73	52.66
328	16.74	73	53.42
312	15.36	73	53.10
307	14.91	72	53.06
301	14.80	73	52.56
307	15.32	72	52.26
308	14.91	73	52.64
307	14.90	73	52.65
300	14.90	73	52.37
313	15.64	72	52.60
310	15.15	72	52.68
325	16.41	72	52.90
310	15.47	72	52.78
307	15.10	72	52.23
307	14.86	72	52.29
306	14.87	72	52.17
299	14.70	73	51.94
306	14.99	73	52.26
307	15.07	72	52.19
312	15.48	72	52.37
293	15.29	72	49.87
349	17.44	72	56.95
320	15.74	72	53.23
308	15.00	72	52.65
301	14.77	72	52.23
307	15.07	72	52.18
307	15.06	72	52.14
307	15.05	73	51.94
299	15.24	73	51.91
311	15.76	73	52.33
309	15.21	72	52.12
331	17.02	72	52.69
308	15.74	72	52.01
307	15.13	72	52.19
307	14.95	72	52.48
306	14.98	72	52.27
298	15.03	72	51.85
307	15.26	72	52.13
307	15.12	73	52.13
315	15.68	72	52.37
300	14.89	72	51.89
329	16.78	73	52.79
319	15.81	72	52.98
308	14.99	72	52.48
298	16.11	72	49.17
359	16.24	72	60.29
347	15.54	72	57.02
347	15.53	72	57.18
324	14.43	73	55.37
315	15.47	72	52.83
308	14.96	73	52.42
320	16.06	72	52.72
