Avg_MHz	Busy%	PkgTmp	PkgWatt
635	31.97	75	67.96
550	29.69	73	64.10
625	30.86	74	67.39
653	30.14	74	69.55
652	29.93	74	70.35
570	29.33	74	64.96
561	30.42	74	62.24
600	31.53	74	64.01
616	31.09	74	66.50
618	31.38	74	65.04
658	32.77	73	67.60
654	31.58	74	70.03
637	29.89	74	65.29
593	30.51	74	59.99
598	30.80	74	65.00
533	29.37	74	61.76
577	31.19	74	63.52
602	30.24	74	66.37
590	31.94	73	64.69
585	30.36	73	64.17
614	31.87	74	64.92
627	31.08	74	66.59
663	29.80	73	71.18
642	29.64	73	69.52
587	30.82	74	65.02
553	29.86	73	61.48
582	31.25	74	64.21
619	31.27	74	66.42
655	31.46	74	70.87
576	30.48	74	65.81
630	32.07	73	67.77
607	31.40	73	65.46
626	30.99	73	67.28
636	31.31	74	68.85
640	31.35	74	69.74
600	29.92	73	67.59
638	32.18	74	68.76
634	31.61	73	67.98
647	31.23	74	67.88
607	30.77	73	64.99
660	32.15	73	68.12
596	30.63	73	66.93
586	30.74	74	66.28
571	30.08	73	64.77
549	29.97	73	61.62
543	30.20	73	60.91
370	18.51	74	56.14
304	14.94	73	52.91
305	15.03	73	52.94
300	15.44	74	52.49
296	15.62	73	52.84
275	15.72	73	51.71
285	14.94	74	51.04
248	14.95	73	38.52
283	14.90	73	40.17
296	15.57	73	40.74
265	15.02	72	39.66
278	15.18	73	39.14
270	15.24	72	39.68
301	15.82	72	41.15
272	15.04	72	40.58
274	16.19	72	38.97
289	14.83	72	40.79
270	14.86	73	40.05
265	14.72	73	40.15
268	15.43	73	39.10
265	14.99	73	39.60
269	14.82	72	39.77
273	14.75	72	40.20
267	15.13	72	39.03
282	14.77	73	40.67
283	16.24	72	40.39
272	14.87	72	40.05
263	14.51	72	39.61
266	14.88	73	39.83
302	15.64	72	41.13
296	14.81	73	41.19
286	14.53	73	51.97
270	14.72	72	50.97
301	15.27	72	41.64
295	14.72	72	41.32
303	15.93	72	41.28
273	14.99	73	39.93
264	15.00	72	39.29
291	15.09	72	40.71
301	15.93	72	45.00
302	15.01	72	52.29
304	15.04	72	52.28
303	15.01	73	52.31
303	15.75	72	52.35
304	15.08	73	52.27
