Avg_MHz	Busy%	PkgTmp	PkgWatt
490	29.53	71	58.28
524	30.16	71	50.07
578	30.30	70	51.97
588	30.34	71	58.87
608	31.99	70	62.64
586	30.75	71	64.66
569	32.02	71	61.78
510	29.19	71	60.32
503	29.41	71	58.71
540	30.37	72	60.21
521	29.88	71	60.01
524	30.78	71	53.99
551	30.46	71	51.34
540	31.10	72	60.15
564	31.59	70	53.41
492	30.12	71	50.54
514	32.12	71	46.69
587	32.15	71	52.60
571	30.04	70	54.70
520	29.95	71	60.63
497	29.58	72	56.91
552	30.85	72	62.84
572	30.53	72	62.28
518	29.61	72	60.06
576	31.89	72	62.41
536	30.37	71	59.88
604	31.94	71	63.82
501	29.32	72	59.35
530	30.88	71	59.74
570	30.75	72	62.13
549	29.94	72	61.86
533	29.77	71	60.16
510	30.44	71	59.40
520	30.87	72	59.48
590	32.90	72	60.46
592	31.80	72	52.26
595	31.78	71	55.76
530	30.65	71	49.00
534	30.58	71	48.56
535	30.76	71	47.90
488	30.09	71	46.74
525	30.59	71	49.31
539	29.83	71	58.24
495	29.65	72	57.13
539	31.44	73	60.35
540	30.38	72	61.65
515	31.18	72	59.25
501	29.66	71	58.59
531	30.79	73	52.27
570	30.93	72	63.50
587	31.02	73	57.53
524	30.01	72	48.97
528	30.90	72	58.14
550	30.61	72	60.22
561	31.32	73	60.08
498	30.25	72	54.41
554	32.02	71	49.40
481	29.97	72	46.90
510	30.01	72	48.42
547	30.00	72	50.94
596	32.11	72	64.90
552	28.77	72	63.67
568	31.54	73	64.09
587	29.94	73	64.09
556	30.97	73	63.63
539	30.16	73	62.28
583	31.15	73	63.56
560	30.44	73	62.73
549	30.30	72	63.83
562	31.01	73	63.23
624	31.56	73	67.45
579	29.24	73	66.05
572	31.15	72	64.52
588	30.68	73	65.57
605	32.28	72	66.27
573	30.91	73	64.73
560	30.88	73	63.27
556	30.94	73	62.05
525	29.82	73	60.97
517	32.02	72	54.15
689	31.35	73	78.97
680	30.31	73	73.34
666	31.29	73	71.98
558	30.18	73	64.51
550	31.16	73	61.55
522	30.63	73	59.90
574	31.89	73	62.65
505	30.43	73	57.84
585	32.17	73	67.82
585	31.53	73	54.79
507	29.87	73	49.96
530	29.42	72	49.63
635	30.29	73	61.24
613	29.79	74	68.05
620	31.61	73	67.31
600	31.27	73	66.03
601	31.47	74	64.88
629	31.86	73	67.52
665	30.28	73	71.20
675	32.00	73	72.05
693	30.86	74	73.12
673	30.40	73	72.26
661	32.10	73	70.85
708	31.50	73	73.94
691	32.02	73	72.00
707	31.94	73	73.23
593	29.89	73	67.87
525	29.14	74	61.04
508	30.61	73	59.20
522	30.16	73	54.03
541	30.36	73	51.29
601	31.64	73	54.84
622	31.56	73	61.06
630	31.14	73	69.09
631	31.55	74	68.68
578	31.55	74	62.25
573	31.02	73	61.71
568	30.68	74	63.10
574	31.33	74	64.69
547	30.11	73	64.27
555	30.07	73	62.10
614	31.79	74	65.23
601	30.12	74	65.89
603	30.75	73	65.13
650	32.66	74	67.34
564	30.86	73	63.61
578	31.65	73	65.02
541	30.36	74	63.62
598	32.21	74	64.80
659	30.89	73	68.91
617	31.32	73	67.92
639	31.59	73	68.26
593	29.35	73	66.75
586	29.86	73	64.16
560	32.16	74	61.50
625	30.36	73	67.73
621	31.04	73	65.88
614	31.23	73	64.81
578	30.77	73	63.86
624	31.63	73	65.12
613	30.77	73	64.72
606	31.46	73	64.42
637	31.56	73	68.76
622	30.21	74	69.19
593	31.17	74	64.60
545	31.41	73	59.50
564	31.60	74	64.51
525	29.53	74	61.51
586	31.53	74	63.35
614	29.91	74	66.43
602	30.62	74	67.89
614	31.65	74	68.18
599	30.67	73	67.29
579	29.74	73	66.78
614	32.35	74	67.71
542	30.33	74	63.09
502	30.40	74	58.63
462	29.13	74	45.57
501	30.14	74	48.06
585	31.07	74	59.34
570	29.97	74	62.98
545	30.38	74	51.61
499	29.46	74	48.50
553	31.19	73	50.69
573	32.35	74	57.89
508	30.33	74	59.69
503	30.04	74	59.59
537	31.06	74	49.10
589	31.41	74	53.58
641	31.94	74	57.84
632	31.90	74	68.87
644	29.96	74	71.02
625	30.02	73	69.71
608	29.76	74	68.74
661	33.51	73	69.47
605	30.74	74	67.83
597	31.12	74	65.08
582	29.66	74	67.19
562	30.21	74	63.39
567	30.59	73	59.64
604	30.71	73	55.75
606	30.80	73	65.80
578	30.18	74	59.27
633	31.26	74	55.71
654	32.12	73	61.12
645	31.35	74	69.39
616	31.24	74	65.72
618	30.64	74	65.82
576	29.89	73	63.85
563	30.82	74	62.56
589	31.35	74	64.42
650	31.83	74	68.07
641	29.78	74	71.26
471	24.32	74	63.59
291	16.46	74	53.56
296	15.16	73	42.16
296	15.08	74	41.19
299	15.60	73	40.98
273	14.88	73	40.24
299	15.06	73	41.34
297	14.87	73	44.12
289	15.01	73	41.13
279	14.64	74	51.11
288	14.87	73	49.67
309	16.14	73	41.68
294	15.80	73	42.84
285	14.94	73	52.17
275	15.56	73	49.14
277	15.10	72	40.18
264	14.89	74	39.06
284	14.97	73	40.54
271	15.19	74	40.31
276	15.00	72	40.18
273	14.81	73	39.79
319	16.58	73	42.59
311	15.53	73	49.28
306	15.00	74	53.08
307	15.45	73	52.88
305	14.98	73	53.06
306	15.01	73	53.04
306	15.00	73	53.14
299	14.78	73	52.60
306	15.01	73	53.13
265	14.98	72	44.68
295	15.64	72	42.53
301	15.95	73	41.19
289	15.24	73	48.08
279	15.46	73	47.77
271	14.85	73	40.08
264	14.91	73	39.36
268	15.10	73	39.45
276	14.98	73	40.10
281	14.89	73	40.27
263	14.76	73	39.64
281	14.89	73	40.26
292	16.52	73	40.64
274	15.30	72	38.35
302	15.63	73	42.40
297	14.82	72	41.92
300	14.63	73	53.22
264	14.57	72	51.65
284	14.78	72	44.99
295	14.88	72	40.92
296	14.79	73	41.21
281	14.58	72	40.59
284	16.68	72	40.11
269	15.32	73	39.91
281	15.67	72	40.15
288	14.84	72	40.28
286	15.03	72	40.84
