Avg_MHz	Busy%	PkgTmp	PkgWatt
292	19.25	69	50.80
278	18.81	69	49.50
385	21.85	70	55.95
395	19.89	70	57.78
304	18.28	70	52.75
289	19.33	71	50.27
343	20.85	69	50.16
379	19.26	69	50.27
250	17.31	70	47.08
291	18.66	71	38.44
397	22.76	70	44.59
399	19.68	71	57.45
313	19.09	70	52.30
392	21.41	70	57.03
351	19.30	70	46.40
291	18.86	70	64.40
322	21.71	70	52.47
384	20.41	70	57.04
338	18.39	70	55.24
306	19.74	71	51.62
283	18.62	72	50.71
358	21.71	70	53.70
400	20.49	71	57.77
324	18.20	72	54.59
306	20.60	71	50.71
365	21.85	70	54.41
402	20.17	71	57.97
329	18.11	71	54.80
312	19.21	71	52.09
376	22.08	71	54.56
409	20.79	71	58.05
313	18.15	71	53.56
340	20.30	70	52.11
354	19.33	70	53.13
298	19.26	71	50.69
322	20.22	71	52.83
394	21.52	72	57.14
394	20.06	72	58.09
364	18.59	72	56.08
301	18.26	72	51.35
273	19.57	71	47.29
335	19.33	71	47.71
350	19.26	71	44.31
289	17.99	72	49.80
301	19.23	71	51.30
340	19.01	71	52.31
348	18.84	70	52.68
286	17.31	72	50.52
284	17.59	72	49.03
334	19.53	72	52.51
359	20.04	71	52.67
346	20.11	72	54.09
406	20.96	71	58.27
386	19.37	72	56.31
374	20.02	71	55.89
277	17.48	71	49.71
351	19.78	72	53.39
351	19.01	71	53.25
306	17.71	72	51.29
274	17.43	72	48.09
307	19.18	71	52.43
359	20.01	72	53.40
347	19.18	72	53.27
292	18.07	72	49.82
339	21.85	72	53.32
397	20.89	71	57.66
374	18.80	72	53.53
347	19.00	72	56.18
335	19.26	72	53.17
372	20.78	72	53.71
328	18.66	71	51.51
366	20.65	71	54.63
356	19.26	72	54.12
305	17.43	72	51.40
329	19.89	72	52.30
345	19.79	72	52.58
354	19.30	72	53.14
328	18.44	72	52.10
292	17.71	73	50.73
281	18.16	72	49.03
350	20.87	73	52.85
360	19.75	72	53.35
311	17.71	72	52.06
274	17.13	72	49.33
357	21.03	72	53.23
353	19.21	72	53.16
314	18.01	72	51.94
305	18.36	71	50.62
333	19.53	73	52.27
354	19.28	72	53.24
346	20.27	72	52.71
362	20.38	72	53.30
349	18.89	73	53.32
304	17.66	73	51.42
307	19.76	72	51.26
326	19.54	72	51.81
349	19.18	72	47.46
317	18.17	71	41.84
292	17.59	72	52.03
269	17.04	71	49.72
369	21.54	72	52.89
362	19.61	73	53.72
303	17.80	72	49.23
289	17.73	71	52.72
372	21.06	72	53.90
356	18.97	73	53.70
281	17.43	72	50.54
289	17.72	71	39.21
343	19.55	72	45.98
350	18.90	72	53.71
325	19.63	73	52.22
325	19.72	72	41.82
336	19.20	71	39.74
318	18.71	72	46.82
364	22.14	72	54.52
390	20.06	73	57.62
389	19.49	72	58.13
345	18.01	72	54.55
279	18.29	72	50.65
308	18.94	73	50.88
377	21.14	73	53.51
319	18.35	73	52.13
269	17.43	72	49.13
338	19.81	73	52.16
373	20.72	72	53.83
313	18.09	72	52.24
311	18.33	73	51.31
336	19.57	73	52.45
356	19.26	73	53.81
328	19.45	72	52.43
349	19.87	72	52.95
362	19.98	73	53.54
307	17.83	74	51.44
309	18.98	72	50.85
370	21.10	72	54.31
353	19.27	73	53.29
310	18.28	72	51.89
283	17.80	72	50.68
272	17.43	73	49.53
353	20.52	74	52.87
368	20.07	73	54.44
345	20.35	74	52.93
335	18.81	73	54.33
357	19.64	73	53.29
378	20.98	73	53.96
279	17.36	73	49.47
281	17.72	72	50.49
338	19.94	73	53.32
352	19.16	74	53.82
365	21.80	73	54.75
399	20.65	74	58.40
402	20.70	73	58.59
388	19.63	72	57.76
361	18.75	74	55.21
370	20.49	74	54.45
355	19.18	73	54.08
297	17.55	73	51.50
268	17.38	73	41.95
342	19.69	74	63.42
373	20.70	73	54.46
326	18.43	73	52.87
302	18.44	73	51.03
346	20.09	74	52.92
372	20.64	74	54.18
324	18.95	73	52.19
324	18.91	73	52.82
323	19.94	74	52.90
394	20.42	73	57.70
372	19.23	73	56.67
379	21.15	74	54.08
365	19.51	72	53.84
300	18.02	73	51.68
327	20.56	73	53.29
395	21.65	74	57.16
406	20.87	74	58.64
375	19.27	73	56.66
305	19.09	73	51.24
291	18.81	73	52.56
376	21.62	73	55.43
421	21.27	73	58.93
322	17.81	74	54.52
302	19.42	73	51.63
380	21.66	73	55.61
402	20.10	73	58.41
315	18.61	73	53.47
292	18.43	73	51.15
351	21.26	73	54.38
395	20.39	73	57.66
361	18.80	74	55.54
361	19.92	73	53.78
368	20.34	73	53.92
297	18.92	73	51.07
306	18.57	73	52.62
315	16.78	74	52.53
281	16.17	73	51.45
222	13.78	73	43.26
214	13.36	72	35.69
230	13.60	73	38.40
