Avg_MHz	Busy%	PkgTmp	PkgWatt
574	33.17	70	54.08
555	30.62	71	51.73
507	29.15	70	56.82
509	29.90	71	58.04
524	30.26	71	59.09
506	29.05	71	59.73
480	30.00	72	58.14
424	27.81	72	55.02
490	31.32	71	58.16
515	31.06	72	59.80
528	31.89	72	58.81
466	27.90	71	57.17
563	33.26	72	62.50
539	30.08	72	61.65
548	30.29	71	61.00
524	30.08	73	60.36
488	28.80	72	54.05
511	30.18	72	64.07
545	31.14	72	60.70
628	33.13	73	65.44
566	29.98	72	64.90
511	29.76	72	60.30
542	30.75	72	61.07
517	30.66	73	59.48
494	29.80	72	58.59
464	29.31	72	46.28
545	31.22	72	78.88
588	31.18	72	63.69
560	30.65	72	62.94
674	35.62	72	68.32
579	30.89	71	64.31
582	31.59	71	66.25
583	30.90	72	65.08
535	30.00	72	61.32
516	29.84	73	59.81
462	28.81	72	56.76
550	32.08	71	64.43
585	31.60	72	65.48
552	30.43	73	64.32
618	33.53	73	65.41
612	32.61	72	66.63
690	32.83	72	71.61
691	31.91	72	73.92
656	32.12	73	71.86
547	29.96	71	66.30
572	31.31	72	63.96
586	31.06	72	65.36
606	31.43	72	66.66
582	30.47	72	64.58
610	33.20	72	64.86
452	28.76	72	57.24
529	31.46	72	61.12
517	30.30	73	60.70
489	29.19	73	58.61
487	29.56	73	58.70
490	29.76	72	58.38
504	29.22	72	59.80
590	31.12	72	65.11
541	29.68	73	64.61
588	33.12	72	63.60
559	31.18	72	62.46
589	31.28	73	63.80
521	29.54	73	61.33
542	30.95	73	59.87
539	30.20	73	52.90
584	31.37	72	78.84
592	31.59	73	63.95
542	28.87	72	62.76
567	32.14	72	64.04
577	32.26	73	63.08
504	29.49	73	59.04
450	28.35	73	57.59
535	33.35	72	61.10
608	31.41	73	66.84
596	30.12	73	66.65
460	28.68	73	57.75
521	31.23	72	48.57
567	30.72	73	56.99
584	30.56	73	55.41
560	34.29	72	49.95
562	31.44	73	54.72
591	30.83	72	66.40
640	31.83	72	69.29
586	30.84	73	64.41
552	30.31	72	61.43
542	30.65	73	61.77
573	29.91	72	63.82
517	29.32	72	61.47
608	31.97	72	65.01
611	32.92	72	65.91
611	31.57	72	67.19
524	29.63	73	63.67
571	32.34	73	62.29
553	30.64	73	61.90
454	27.65	72	57.13
450	29.37	74	49.48
507	30.47	73	47.32
526	30.17	72	49.11
510	29.30	73	47.98
503	32.18	72	44.81
532	30.57	73	48.93
561	30.84	72	50.74
524	30.51	72	48.13
505	29.68	73	59.08
610	31.59	74	63.15
507	28.94	74	52.35
516	30.63	73	47.92
501	30.08	73	47.55
545	30.57	72	56.56
557	32.58	72	63.81
576	30.27	73	64.27
520	30.17	73	59.99
530	30.61	72	60.19
499	29.35	72	59.39
450	28.73	72	56.38
487	30.41	72	58.50
521	30.19	73	60.96
491	29.17	72	59.51
453	29.38	73	57.26
513	32.01	72	52.15
596	31.30	72	52.21
582	30.31	72	53.11
522	30.48	73	59.69
560	30.67	72	61.02
604	32.29	73	67.30
642	31.46	71	56.80
655	30.20	73	66.00
633	30.50	72	66.19
566	29.93	72	61.64
622	34.19	72	65.58
548	29.44	73	62.58
559	30.51	72	52.96
561	31.82	72	50.52
526	29.66	71	49.13
457	30.51	72	42.92
642	32.19	72	71.74
676	32.52	72	69.55
668	31.96	72	69.47
640	31.78	72	66.64
564	32.68	73	61.62
528	30.91	73	60.11
618	32.38	72	65.74
635	32.00	72	68.39
595	31.32	72	67.95
663	31.88	73	70.66
671	30.91	73	72.10
631	30.31	72	66.66
651	30.54	72	68.68
531	29.95	72	60.72
566	30.64	72	62.94
567	31.15	72	62.19
593	31.14	72	65.24
515	29.35	72	60.76
478	29.38	72	57.78
542	31.16	73	60.57
595	31.01	72	64.03
