Avg_MHz	Busy%	PkgTmp	PkgWatt
393	21.81	71	57.71
403	21.00	69	47.02
372	20.94	70	47.43
386	19.73	70	46.31
385	19.27	70	48.44
384	18.93	70	58.15
272	16.56	69	51.59
324	20.53	70	52.95
394	20.51	71	57.65
380	18.85	71	57.86
292	18.12	71	52.29
346	19.92	71	50.69
315	19.09	69	57.89
339	18.33	70	55.62
291	18.55	70	51.42
366	19.36	71	56.11
288	16.94	70	52.78
290	18.26	70	41.27
352	21.31	70	54.13
390	19.77	72	58.40
390	19.98	71	58.21
239	16.43	70	49.12
339	20.35	70	40.11
339	18.56	70	41.20
342	18.24	70	52.86
274	17.47	70	50.90
302	19.78	71	51.67
377	20.00	71	56.58
391	19.78	70	58.26
255	17.20	70	49.91
363	22.61	71	41.82
277	17.13	70	40.90
371	21.51	70	55.66
281	16.83	70	52.07
358	20.41	71	56.01
339	18.06	71	48.77
324	19.43	71	63.14
314	19.79	71	52.17
394	20.31	70	58.16
398	19.95	72	58.54
389	19.78	71	57.46
359	19.47	71	53.53
357	19.24	71	53.91
350	18.67	71	53.59
331	18.38	71	53.12
297	17.89	70	51.50
347	19.20	71	53.23
349	18.66	71	53.23
296	17.65	71	51.41
328	20.04	72	51.56
305	18.40	71	51.81
358	21.47	72	54.34
359	18.26	72	55.61
348	18.51	72	53.56
349	18.65	72	53.45
317	18.02	72	51.89
313	18.29	71	51.88
352	19.71	71	53.00
352	18.84	72	53.80
328	19.45	71	52.46
300	19.36	71	49.62
342	20.06	71	41.34
344	18.87	71	41.82
351	19.01	71	52.15
293	16.94	71	51.53
291	18.26	71	51.86
381	20.23	71	56.78
390	19.33	71	58.50
355	17.79	72	55.83
352	19.20	72	53.48
297	18.29	72	51.52
371	21.19	72	55.85
354	18.17	72	55.22
343	18.31	73	53.42
338	17.97	71	52.71
315	17.81	71	52.56
273	17.44	72	50.36
336	19.61	72	49.15
344	18.91	72	41.71
343	18.48	73	52.74
327	19.45	71	51.74
347	18.94	72	53.15
359	19.45	72	53.56
346	18.44	72	53.73
289	16.81	71	50.12
271	17.82	71	50.67
332	18.69	71	48.75
342	18.74	71	41.90
306	18.12	71	40.54
336	18.80	71	41.40
322	19.80	71	45.62
340	18.68	72	53.23
306	18.31	72	51.44
341	18.70	71	53.01
328	17.84	71	52.40
323	18.28	72	52.61
315	19.49	72	52.65
385	19.90	72	58.07
393	19.67	72	58.46
369	18.49	72	56.62
376	20.64	72	55.45
349	18.83	71	53.28
352	19.08	72	53.36
335	18.16	72	53.16
265	16.32	72	46.85
290	18.96	71	53.84
335	18.51	72	45.53
300	18.15	72	38.78
296	19.12	72	37.40
313	17.85	72	40.11
346	21.25	71	41.57
326	18.66	71	52.38
356	21.20	72	54.76
383	19.04	73	58.11
331	17.67	71	55.48
294	18.28	71	51.80
351	20.79	71	54.38
392	19.40	72	58.43
387	19.05	72	58.39
362	18.65	72	55.49
342	20.12	73	52.81
333	18.63	72	47.21
352	19.40	72	41.83
333	18.69	72	51.74
309	19.73	72	46.78
371	19.01	72	45.18
383	19.16	72	51.47
344	18.03	72	54.68
314	18.14	73	49.25
266	16.93	72	38.86
350	23.04	72	46.19
325	17.84	72	42.01
331	19.55	72	41.14
305	17.11	71	40.11
325	19.37	73	60.83
320	17.81	72	52.57
344	18.54	72	53.51
350	18.91	72	53.72
321	17.88	72	52.29
284	19.16	73	50.34
352	20.28	72	42.31
346	18.98	72	41.69
311	18.98	72	50.16
278	17.95	71	39.73
339	20.82	72	46.75
385	19.16	72	57.69
376	19.02	72	57.13
353	19.31	72	53.74
318	17.52	72	51.86
320	18.74	71	52.20
347	19.90	72	53.24
324	19.15	73	51.81
323	19.52	72	52.11
308	17.80	72	45.22
309	18.32	71	40.54
311	18.44	72	51.36
344	18.63	72	53.16
354	19.19	73	53.51
317	17.71	72	52.13
331	19.00	72	52.31
378	20.96	73	54.52
352	18.77	73	53.54
328	18.63	73	52.81
281	17.45	72	50.86
356	20.20	72	55.19
388	19.31	72	58.18
371	18.24	73	57.09
361	19.43	72	54.09
299	17.23	72	51.57
312	19.49	73	51.76
380	20.83	72	55.67
302	18.27	73	49.24
337	19.44	72	41.21
282	17.82	72	36.83
299	19.42	72	38.51
354	20.47	73	43.59
373	19.00	72	53.97
377	19.46	72	56.76
295	17.05	72	37.66
323	18.49	71	55.10
348	20.49	73	53.13
333	18.48	72	47.54
266	17.07	72	38.93
270	18.95	72	39.55
362	20.18	73	46.33
371	20.13	72	45.26
357	18.42	73	43.84
354	19.19	72	47.46
294	16.89	72	50.85
304	15.71	73	51.95
251	15.56	73	49.58
287	15.53	72	50.79
267	15.55	73	42.85
242	14.58	72	36.10
225	13.88	72	33.82
297	15.61	73	40.37
300	14.98	72	46.84
309	15.57	72	51.79
262	15.06	71	50.16
330	16.62	72	54.85
357	17.11	72	56.43
339	15.68	72	56.28
278	14.03	72	45.91
309	16.95	72	60.99
338	15.71	72	56.01
326	15.18	72	55.44
305	15.22	72	52.03
282	14.72	72	50.67
251	15.52	71	49.76
320	16.18	72	54.08
327	17.23	72	52.29
302	14.96	73	51.55
274	14.74	72	50.73
269	15.47	72	50.65
288	15.10	72	50.90
302	14.95	72	51.67
303	15.07	72	51.57
270	14.87	71	50.01
305	17.20	72	52.70
350	15.95	72	56.45
375	17.58	72	57.39
279	13.68	71	52.33
256	16.09	71	51.01
310	17.08	71	48.86
346	15.75	72	55.95
230	12.54	72	48.53
289	15.49	72	50.62
241	13.83	71	49.25
307	17.52	72	52.59
300	14.26	71	52.74
325	16.85	72	52.08
301	14.92	72	51.52
277	15.01	72	49.98
243	13.51	71	49.36
294	15.54	72	50.88
302	14.97	72	51.60
303	15.07	72	51.57
293	16.60	71	51.81
341	16.11	71	55.73
345	15.57	73	56.86
372	17.51	72	57.47
307	14.29	72	52.95
321	17.07	73	54.07
344	15.69	72	56.45
342	15.51	72	56.83
307	14.34	72	53.12
303	15.00	72	51.67
265	14.49	72	49.59
270	15.54	72	46.82
218	13.93	71	34.51
300	17.33	72	40.21
282	14.66	72	38.92
252	15.33	72	36.94
227	14.26	72	33.58
