Avg_MHz	Busy%	PkgTmp	PkgWatt
597	32.34	72	64.00
479	29.16	72	58.72
503	31.79	71	59.60
541	30.02	72	56.09
597	31.40	72	54.09
558	30.90	72	59.61
602	32.25	73	55.80
634	31.82	72	59.87
639	32.28	72	68.35
622	32.86	72	69.66
630	33.11	73	68.82
612	31.74	73	65.44
594	31.50	73	63.31
544	29.52	73	51.16
591	30.78	72	53.51
534	29.41	72	50.60
524	30.80	72	49.12
548	31.32	72	51.16
545	29.94	72	50.02
508	29.61	72	48.14
545	32.32	73	60.37
516	29.81	73	58.93
527	30.95	73	60.15
535	30.16	73	60.77
491	29.10	74	59.53
531	29.65	73	61.03
562	30.64	73	61.46
618	31.15	73	65.18
614	31.82	73	67.30
580	30.05	73	65.99
583	32.08	73	63.07
555	30.27	74	62.01
568	31.15	73	64.25
531	30.15	73	60.77
593	31.02	73	63.88
607	31.05	74	66.50
611	29.52	73	66.98
605	31.22	73	64.90
617	31.27	73	66.46
635	31.02	74	66.93
682	32.44	74	75.28
661	30.92	73	69.68
623	32.45	73	67.43
547	30.03	74	62.39
576	31.23	73	63.63
666	31.06	74	69.09
635	31.17	74	69.21
600	30.66	73	67.33
627	31.69	74	68.28
624	31.23	73	66.10
595	32.23	74	63.67
598	31.14	74	64.00
596	30.77	74	64.22
558	30.36	73	62.20
637	31.81	73	66.91
660	30.76	74	70.34
666	31.57	74	71.52
628	30.63	74	68.28
613	31.36	73	65.53
600	30.48	73	64.48
620	33.30	73	64.09
563	29.86	73	62.37
562	30.60	73	62.51
544	30.56	73	62.41
592	31.57	73	64.53
556	29.83	73	63.42
511	30.00	73	60.30
575	31.43	74	63.24
601	30.37	74	64.54
634	31.13	74	65.95
674	32.60	73	68.39
636	30.92	74	67.61
680	31.97	73	73.97
615	31.71	73	68.09
566	30.56	73	65.89
592	30.81	74	66.15
588	31.20	75	64.14
544	30.45	73	61.85
513	30.82	74	57.66
617	31.82	73	55.02
634	33.27	74	56.59
593	31.13	74	64.94
536	30.70	74	58.33
496	31.44	73	47.16
528	31.09	74	49.28
580	30.35	74	53.09
539	29.79	74	56.89
546	29.88	73	50.55
551	31.00	73	50.53
527	30.45	73	56.29
603	33.32	74	59.36
554	30.04	73	57.84
547	30.08	74	61.85
527	30.84	74	60.12
596	32.14	73	63.61
596	31.31	74	64.92
532	30.21	74	61.43
516	30.02	74	59.85
550	30.99	74	62.06
506	30.44	74	59.20
544	31.62	74	61.01
541	31.30	74	60.97
581	30.64	74	64.42
535	30.15	74	62.26
550	30.76	74	62.15
579	29.74	75	63.92
512	29.00	73	61.14
512	29.54	74	60.45
551	30.41	74	62.41
539	29.48	74	62.14
589	32.60	74	63.46
555	30.89	74	62.91
550	29.56	74	62.48
585	32.11	74	63.08
631	31.68	74	64.09
715	32.73	75	76.56
687	32.48	74	71.38
640	30.65	74	68.76
625	31.02	73	67.89
651	31.57	76	69.09
701	33.67	73	71.27
630	32.00	74	67.35
579	30.39	74	65.87
563	30.58	75	63.62
571	31.09	74	63.73
611	30.73	74	65.96
648	32.08	75	70.27
628	30.82	74	69.64
682	30.58	74	72.87
698	30.75	74	73.20
704	33.08	75	72.20
575	29.88	73	66.16
581	30.75	74	63.97
563	30.58	74	64.39
533	30.28	74	62.60
604	31.97	73	64.74
621	30.76	74	67.88
639	31.43	75	68.46
620	31.39	74	68.31
641	31.16	74	69.92
676	34.15	74	69.85
598	30.86	75	66.86
570	31.02	74	64.91
555	30.93	74	63.93
541	30.50	75	62.46
531	30.03	75	61.34
570	30.22	73	63.30
555	30.13	75	62.85
524	29.74	74	60.97
538	29.85	74	61.20
563	32.30	74	62.40
560	30.57	74	62.69
564	30.13	75	63.50
538	30.51	74	62.35
518	29.55	74	60.89
552	30.51	74	62.67
550	30.07	74	62.68
554	31.21	74	62.10
581	31.64	74	63.14
611	30.68	74	64.95
621	32.75	73	65.08
580	30.25	73	65.03
647	30.30	73	69.03
623	31.85	73	66.43
614	31.99	73	65.32
622	31.33	74	67.79
553	29.22	74	65.18
558	30.97	74	62.56
615	31.08	73	66.67
630	30.66	74	68.30
679	33.44	74	70.45
644	31.19	73	69.53
630	31.20	74	68.64
605	30.29	75	67.17
584	29.59	74	66.42
613	31.45	74	66.46
589	30.91	73	66.09
606	30.90	73	66.95
623	30.75	73	68.54
566	30.15	73	65.80
546	31.17	73	63.56
511	30.20	73	60.08
544	30.48	74	62.32
568	31.01	73	64.27
514	30.19	73	60.87
550	30.13	73	61.36
547	29.62	74	62.06
543	30.05	73	62.67
607	31.39	73	64.34
673	30.84	73	69.68
673	32.57	74	70.06
660	32.40	73	69.73
637	30.90	73	68.09
603	30.66	73	66.21
535	28.94	73	63.41
296	14.98	72	53.44
263	14.79	72	51.40
264	14.88	73	50.46
260	15.00	72	42.24
269	14.90	73	39.50
285	16.24	72	39.46
267	15.55	72	38.33
265	15.41	72	38.79
271	15.16	73	39.07
273	15.59	72	40.00
261	14.81	71	37.70
278	15.26	72	40.81
268	15.02	72	39.04
296	15.09	72	40.34
293	14.84	72	43.86
319	17.03	72	52.57
311	15.76	72	52.41
303	15.07	72	52.19
280	14.77	71	51.37
269	16.11	72	50.38
277	14.75	72	50.59
261	14.94	72	43.01
259	14.72	72	38.13
269	15.28	72	39.33
294	14.85	71	40.55
313	16.12	71	47.15
298	15.18	72	51.94
298	14.84	72	52.43
298	14.69	72	52.12
306	15.36	72	52.39
288	14.56	72	51.70
299	15.25	72	52.35
292	14.73	72	51.99
262	15.03	72	49.79
256	14.72	71	38.21
292	16.31	72	40.18
288	15.95	72	40.14
295	14.81	70	40.95
269	14.86	72	39.92
285	15.95	71	39.74
262	14.75	70	38.64
270	15.00	70	39.12
264	14.86	70	38.35
276	15.20	71	39.14
260	14.83	71	38.73
272	15.67	70	38.95
284	16.09	70	39.03
296	15.07	71	41.93
279	14.86	71	51.16
282	15.47	71	46.64
269	14.90	70	38.82
274	15.12	70	39.55
297	15.08	70	40.49
303	15.11	70	42.42
300	14.80	71	52.19
284	15.38	71	51.68
309	16.58	71	48.38
300	15.17	70	40.60
257	14.95	70	38.32
290	15.84	70	39.84
299	15.07	69	41.15
302	15.08	70	44.24
299	14.81	69	51.81
305	14.96	69	52.05
305	14.97	70	51.98
311	15.45	70	52.23
319	16.35	70	52.63
305	14.94	70	52.34
305	15.00	69	52.20
313	15.67	70	52.47
298	14.96	70	51.86
302	15.11	69	51.68
302	15.00	70	51.72
275	14.78	70	50.61
260	14.87	69	41.04
295	15.23	70	40.90
294	17.30	70	39.68
299	14.95	70	40.77
296	14.82	69	40.33
287	15.38	70	40.02
272	15.04	70	39.37
264	14.91	70	39.13
259	14.82	69	38.28
273	15.14	70	39.42
287	15.01	70	40.23
300	15.05	70	40.98
317	16.32	70	51.89
310	15.38	70	52.75
302	15.03	71	51.09
275	15.13	70	40.08
289	15.43	70	39.84
269	14.89	69	39.33
278	15.04	69	39.33
269	14.89	69	39.00
291	14.92	69	40.13
297	15.06	69	40.35
318	16.43	70	47.77
309	15.56	70	52.16
293	15.33	70	51.69
266	14.86	70	50.58
296	15.52	70	51.57
293	14.64	71	50.89
287	14.96	70	40.42
268	15.01	71	39.42
273	15.09	70	39.32
267	14.92	70	39.29
277	15.88	70	39.12
291	15.87	70	40.10
267	15.01	69	39.13
275	15.09	69	39.31
300	15.82	70	40.37
279	15.15	71	39.49
284	14.80	69	39.99
281	14.94	69	39.68
256	14.73	70	38.01
287	14.80	69	39.90
296	16.16	70	48.38
284	15.50	70	44.01
281	14.96	70	39.75
272	15.04	70	39.42
297	15.68	70	40.11
270	15.02	69	39.48
268	14.90	69	38.53
264	14.89	70	39.37
268	15.06	69	39.64
268	14.86	70	39.69
288	16.03	71	39.46
304	15.79	70	40.33
269	14.99	70	39.80
283	14.94	69	40.00
296	15.77	70	40.38
269	14.99	69	39.34
285	15.12	69	39.75
265	14.95	69	38.90
270	15.13	70	38.61
294	14.93	69	40.35
288	15.81	70	39.83
287	16.14	70	39.63
