Avg_MHz	Busy%	PkgTmp	PkgWatt
407	23.29	73	58.74
357	21.57	73	47.84
372	23.60	73	42.66
417	24.98	73	44.22
372	22.85	73	38.78
382	23.48	73	48.11
422	25.64	73	44.18
398	23.34	73	43.94
392	23.28	73	43.72
339	22.13	72	39.39
396	26.03	72	47.34
424	25.11	72	46.76
433	23.71	72	47.37
388	23.11	73	44.75
371	22.61	72	42.32
403	23.82	73	49.66
414	24.97	72	66.22
381	24.38	73	65.01
440	24.32	73	69.53
414	22.15	73	67.68
360	21.71	73	64.07
358	22.93	73	63.17
405	23.46	74	65.39
408	23.55	74	65.49
360	21.56	73	63.92
359	22.88	73	63.79
391	24.78	73	62.90
401	23.51	73	63.72
355	22.41	73	67.12
443	24.51	74	75.03
407	22.58	73	66.15
386	22.14	73	65.12
385	23.53	73	65.41
369	21.99	73	64.23
408	23.92	74	65.52
380	22.24	74	65.03
395	24.44	74	65.15
408	23.33	73	66.04
365	21.91	73	64.21
372	22.59	73	64.64
410	24.42	74	65.58
408	23.45	74	65.93
383	23.41	74	69.02
403	23.69	73	62.84
406	23.30	75	65.86
431	25.14	74	66.86
400	22.93	74	65.83
381	23.05	73	64.36
399	23.44	73	65.42
408	23.38	74	65.82
385	22.99	75	64.84
415	24.76	74	65.82
372	22.61	74	64.09
408	23.43	73	65.81
359	22.73	73	64.31
434	27.32	73	67.49
428	22.45	73	69.53
399	22.33	73	66.15
341	21.56	73	63.78
406	24.98	73	67.42
439	23.46	74	60.45
459	24.01	73	60.07
356	20.99	73	66.50
379	22.84	74	62.12
391	22.94	74	64.63
420	24.94	73	66.29
322	21.76	73	61.45
358	23.58	73	64.59
411	23.79	73	60.36
428	23.58	73	67.64
396	21.96	73	65.23
372	22.27	73	66.59
408	24.73	73	62.45
424	22.87	73	69.06
407	22.60	74	66.16
431	24.78	74	66.87
347	21.22	73	63.65
390	24.76	73	65.88
394	23.77	73	66.50
446	23.32	74	60.43
449	23.19	74	60.70
424	22.86	73	69.17
409	23.64	74	68.00
429	22.69	74	69.28
444	23.64	74	60.34
474	25.68	74	61.08
414	22.08	73	67.86
398	22.49	73	65.47
399	22.42	74	65.44
347	21.56	73	63.50
370	23.01	73	63.60
357	23.47	73	63.87
439	24.51	73	69.20
409	22.00	73	67.85
425	24.73	74	66.19
378	22.04	73	65.22
359	23.67	74	64.02
388	22.47	73	65.94
360	22.70	75	63.93
383	22.42	74	64.83
377	22.45	74	67.88
369	23.05	74	68.29
364	23.25	74	60.70
392	22.93	73	63.37
409	24.53	74	66.84
377	22.51	73	64.85
389	22.92	74	64.65
399	22.56	74	65.75
370	22.63	74	64.52
326	21.46	73	68.67
359	21.84	73	60.60
407	23.80	73	66.56
347	21.88	73	65.40
389	23.15	72	63.17
365	23.14	73	65.47
407	24.08	73	68.88
381	21.85	73	65.47
399	22.61	73	65.50
385	21.64	73	65.28
367	21.61	73	64.54
