Avg_MHz	Busy%	PkgTmp	PkgWatt
386	21.83	71	54.93
345	22.58	71	53.41
371	24.67	70	47.32
494	23.81	71	71.25
368	21.03	71	66.52
406	25.57	72	65.99
369	21.63	72	66.90
349	21.53	71	63.69
418	26.49	71	66.13
431	22.56	72	69.65
442	23.40	72	69.23
369	21.45	72	65.89
379	22.50	72	64.06
393	22.43	72	64.59
408	23.36	72	65.24
338	21.52	72	64.01
395	22.40	71	67.05
398	22.92	71	64.99
393	22.94	71	63.99
349	22.89	71	64.48
442	25.00	72	69.19
429	22.86	72	69.34
417	22.61	72	68.53
412	23.68	72	68.29
445	23.13	72	60.24
342	20.99	72	64.10
356	22.37	72	64.81
429	26.87	73	66.53
442	23.14	72	60.16
436	22.73	72	69.94
391	22.38	73	66.63
418	24.48	72	67.82
441	23.49	72	60.13
440	23.55	72	60.08
370	21.40	72	64.07
376	22.66	73	66.20
402	22.99	73	64.64
425	24.29	73	65.66
338	21.69	73	62.76
406	24.44	73	66.52
402	22.29	72	65.91
392	22.02	72	65.31
313	19.90	72	61.95
392	23.60	72	64.43
362	21.20	72	63.04
374	22.19	72	64.65
337	20.80	72	62.65
412	24.50	73	65.40
404	22.77	73	65.79
376	21.77	73	63.47
365	21.85	72	65.56
387	21.97	73	64.82
390	22.00	72	64.97
391	22.42	72	64.72
347	21.39	72	63.08
375	23.65	71	65.04
429	23.17	74	69.75
438	23.63	73	60.01
402	21.94	73	66.73
356	21.02	72	63.39
385	22.76	72	64.57
380	21.54	72	65.71
354	22.42	72	64.36
436	23.90	72	69.48
403	21.02	73	67.82
341	20.72	72	63.74
373	23.14	73	63.69
422	24.53	74	65.71
387	22.15	73	65.02
363	22.44	73	63.59
391	22.63	73	64.95
400	22.84	73	65.05
384	21.56	73	64.99
352	22.86	73	65.36
407	22.56	73	67.15
397	22.17	73	65.20
375	22.36	72	64.72
393	24.95	73	65.60
397	21.70	73	66.58
392	22.07	73	65.10
333	20.88	73	62.68
373	22.45	73	64.46
360	21.54	73	63.32
331	22.91	72	63.70
334	21.44	73	64.32
363	22.18	72	62.19
413	24.57	72	66.45
324	20.65	72	64.89
359	22.28	72	63.58
362	22.35	72	62.60
364	21.64	72	62.35
369	21.50	72	62.52
339	21.32	72	60.03
371	23.28	72	65.87
421	22.16	73	69.60
420	21.68	74	69.81
410	22.88	73	66.90
332	19.87	73	63.07
408	25.94	73	66.56
416	21.82	73	67.47
398	21.45	73	68.01
366	21.41	73	64.75
320	20.88	72	67.41
373	23.04	73	64.52
369	20.72	73	65.22
351	21.29	73	63.81
411	24.51	73	66.04
361	21.50	72	63.28
376	22.54	73	64.15
386	21.90	73	64.88
382	21.58	73	64.72
376	21.59	73	64.68
352	21.46	72	63.22
394	22.54	73	65.71
393	21.78	73	65.76
369	21.37	74	64.36
403	24.48	73	65.42
353	20.83	73	63.74
402	23.18	73	65.56
