Avg_MHz	Busy%	PkgTmp	PkgWatt
283	21.03	71	43.61
404	25.34	71	41.92
401	23.28	72	45.87
345	23.07	71	52.15
403	24.80	73	55.76
429	22.72	72	58.10
427	22.81	72	57.18
429	24.72	73	58.01
436	23.12	72	59.65
432	22.77	72	59.03
424	22.11	73	58.34
366	22.43	71	54.05
399	25.35	73	55.37
453	24.86	72	59.26
427	23.27	73	57.05
404	22.53	73	57.13
401	22.91	73	54.67
403	22.56	73	54.40
362	21.61	73	53.43
313	20.89	72	50.86
364	24.83	72	52.01
368	22.71	71	47.07
365	22.67	72	41.48
370	23.98	72	41.71
367	23.22	71	41.75
357	21.83	72	42.04
367	23.29	72	41.90
394	23.63	72	53.46
415	22.75	72	55.52
373	21.47	74	54.02
365	23.23	72	50.66
360	22.77	72	54.84
409	23.81	72	54.60
417	23.51	74	55.80
391	22.35	73	54.43
368	22.47	72	53.19
404	23.60	73	54.93
405	23.18	73	54.87
367	22.12	72	53.88
356	22.06	73	52.53
413	24.80	72	54.58
422	24.23	72	55.53
394	24.54	72	53.98
462	25.34	73	61.12
438	22.54	73	59.32
371	21.81	73	54.60
303	21.61	73	39.73
353	23.44	72	40.48
369	23.13	73	41.92
313	22.27	71	35.25
386	25.98	73	42.77
446	24.72	72	47.64
448	23.28	73	48.35
464	24.34	73	59.80
394	23.57	72	57.71
353	22.22	73	46.07
444	25.28	72	46.73
408	22.16	73	57.50
337	22.68	73	48.28
444	25.20	73	62.09
469	25.60	73	59.98
345	20.76	73	54.18
402	24.71	73	54.09
404	22.83	73	55.17
354	22.04	74	52.88
372	23.21	73	52.89
422	22.95	73	57.07
407	22.31	72	55.27
344	21.71	73	52.89
325	21.46	73	47.46
404	23.80	72	59.91
401	22.65	73	55.00
372	22.83	73	43.57
388	23.23	74	69.17
391	23.03	74	54.37
369	22.55	73	53.81
359	22.05	73	53.11
337	21.70	73	41.48
365	23.53	74	40.57
404	23.87	73	43.57
380	23.50	73	53.27
408	24.35	73	54.67
417	23.91	73	55.74
337	21.67	72	51.77
343	22.46	73	39.95
381	23.46	72	42.62
364	22.93	73	42.08
348	22.16	72	39.66
332	22.67	72	37.94
379	23.78	73	41.95
416	23.96	73	44.45
422	23.81	73	52.21
393	23.70	73	54.60
405	23.11	73	54.91
415	23.55	73	55.68
408	22.98	73	55.46
364	21.91	74	53.40
356	21.90	73	52.55
399	22.89	74	54.64
399	22.61	74	55.09
350	23.44	73	48.61
393	23.28	73	43.34
410	23.90	73	48.34
339	21.81	72	52.19
364	24.33	73	41.24
361	23.22	73	41.30
353	21.80	74	41.29
358	23.11	73	41.65
333	22.45	72	47.93
422	24.93	72	43.84
399	22.73	73	49.13
366	23.25	72	53.27
338	22.16	72	51.76
403	24.63	73	55.74
453	23.82	73	59.65
419	21.83	73	58.03
360	21.62	73	53.38
397	23.59	72	54.56
409	22.97	73	55.57
394	23.67	73	54.91
397	23.20	73	54.75
408	23.61	73	55.34
372	22.25	72	53.62
356	22.26	73	53.69
403	23.61	74	54.49
395	22.69	73	54.94
348	21.98	72	52.45
321	21.20	73	47.13
379	22.46	74	60.74
428	24.51	74	55.86
381	21.91	73	52.42
388	23.79	73	56.03
376	22.53	73	54.70
399	22.84	73	55.19
393	22.80	73	55.10
406	23.57	74	54.79
400	22.24	74	55.69
367	22.31	73	53.50
337	21.48	74	52.74
397	24.97	73	53.98
367	22.51	73	47.70
380	23.29	73	42.54
352	22.05	74	47.26
397	24.20	74	54.30
412	23.50	73	55.17
409	23.26	74	55.20
373	22.12	73	49.83
400	23.02	74	59.54
415	22.84	74	56.23
423	24.38	73	55.78
366	22.67	73	54.05
372	24.22	74	53.58
417	24.40	74	56.83
446	24.61	75	59.26
409	22.12	74	56.90
348	22.09	74	53.42
427	24.64	74	58.31
441	23.31	74	60.19
439	23.74	73	59.33
471	25.50	74	60.68
438	23.44	74	60.52
375	22.81	73	55.77
317	21.04	74	51.92
399	24.05	74	54.82
398	22.86	74	54.97
318	22.62	74	51.85
329	22.59	73	48.14
370	23.26	74	42.09
375	22.68	74	42.71
369	22.69	73	40.92
345	23.88	73	36.83
383	23.96	73	42.25
376	22.90	73	42.42
312	22.08	73	37.15
319	22.02	73	38.36
385	24.46	74	45.56
416	23.14	74	55.51
370	21.84	74	43.80
401	23.84	73	43.46
407	23.58	73	44.11
346	22.92	73	39.51
371	22.68	74	48.72
408	23.43	73	55.24
421	22.94	73	56.43
369	21.91	73	54.04
347	22.29	73	49.88
403	23.15	73	59.23
403	22.64	73	55.79
395	22.71	74	55.15
364	23.22	74	54.60
336	19.06	74	52.57
277	14.85	74	51.77
