Avg_MHz	Busy%	PkgTmp	PkgWatt
308	18.62	72	52.71
357	19.99	74	56.10
318	17.17	72	50.85
336	19.77	73	59.51
264	16.00	73	51.27
330	18.09	73	53.23
329	17.31	73	53.28
291	16.14	73	51.84
255	15.31	72	50.97
352	19.86	73	53.86
351	19.00	73	53.86
322	17.02	73	53.10
302	16.75	73	51.76
335	18.27	73	53.31
333	17.52	73	53.60
311	16.73	73	52.92
272	16.99	72	59.23
287	17.19	72	56.90
332	18.06	72	52.93
332	19.01	73	53.33
307	18.57	72	50.76
320	17.11	72	52.22
306	17.42	73	50.54
306	17.31	73	52.01
331	17.94	73	52.97
331	17.20	73	53.31
283	16.25	73	54.14
262	15.59	73	60.58
349	19.41	73	53.61
345	18.32	73	53.82
333	17.76	72	52.00
297	16.25	73	53.03
325	17.87	74	52.77
333	17.27	73	53.34
317	16.96	73	52.99
293	16.64	73	55.75
325	17.74	73	60.27
332	17.83	73	53.37
307	19.65	73	51.79
338	18.52	73	59.01
310	17.02	74	53.75
311	18.72	74	52.56
336	17.55	73	53.49
365	19.48	73	56.96
377	18.09	73	57.77
377	17.97	72	57.87
338	16.84	73	55.24
328	17.33	73	53.20
359	19.73	73	54.04
348	18.75	72	53.66
279	15.93	72	58.88
339	19.77	72	57.24
369	18.20	73	57.77
347	16.94	72	55.72
305	16.74	73	52.67
289	16.26	72	51.58
322	17.92	72	52.36
333	17.57	73	53.66
333	19.19	73	53.07
341	18.04	73	53.54
294	16.14	73	51.50
324	17.98	73	52.61
294	16.68	71	51.91
326	17.44	73	53.04
297	17.27	73	51.56
264	15.93	72	59.80
268	16.62	73	59.71
331	17.66	73	53.32
362	19.78	74	54.15
336	17.96	73	53.52
271	15.80	73	51.00
312	17.69	73	51.88
333	17.29	73	53.63
311	16.93	73	52.84
312	17.51	73	51.23
283	17.65	73	52.99
359	19.12	74	56.70
340	17.54	73	56.05
361	20.34	73	54.17
305	17.01	72	55.08
336	17.90	73	62.68
300	16.80	73	52.49
331	17.60	73	53.23
331	17.30	73	53.36
278	15.89	74	50.38
269	16.48	73	52.11
327	17.67	73	53.20
347	18.64	73	53.84
356	19.75	72	52.59
297	16.96	73	53.31
340	19.78	73	54.96
372	18.26	73	57.84
370	17.91	73	58.02
335	16.81	73	54.72
274	16.12	73	51.34
344	19.71	73	55.07
366	18.09	74	55.61
355	18.41	74	56.59
352	18.61	73	54.46
341	17.98	73	53.77
311	16.81	74	52.79
329	17.98	73	53.20
332	17.27	74	53.47
319	16.79	74	52.57
244	15.22	73	51.06
304	17.47	73	51.95
332	17.33	74	53.51
361	19.54	74	54.31
320	17.70	73	52.99
302	19.12	73	52.58
368	18.69	73	57.34
371	18.01	73	58.04
351	17.09	74	56.53
310	16.48	73	52.68
289	17.91	73	52.13
368	18.89	74	57.57
349	17.17	74	56.26
355	19.02	74	54.29
324	17.34	73	52.72
315	18.01	73	52.44
299	16.83	73	52.30
326	17.66	74	52.95
331	17.28	74	53.58
308	16.43	73	52.54
253	15.54	73	50.43
317	17.79	73	52.63
338	17.80	74	53.57
360	19.44	74	54.38
283	17.00	73	46.61
323	18.30	73	59.04
333	17.38	74	53.82
334	17.41	73	53.86
298	16.80	74	52.57
290	16.08	73	51.84
324	17.92	74	52.88
333	17.34	73	53.84
296	16.49	73	52.54
361	19.98	73	54.42
299	16.35	74	52.26
342	18.73	73	53.70
321	18.68	74	54.41
369	18.25	74	57.94
374	18.09	74	58.54
294	15.91	74	54.72
282	17.93	74	51.76
364	18.87	73	57.22
370	17.95	74	58.44
392	19.61	73	58.86
351	17.36	74	56.11
344	18.11	73	54.22
335	17.22	74	53.59
321	16.82	75	53.51
272	16.30	74	51.16
278	16.14	74	51.29
327	17.86	74	53.15
311	16.60	74	53.46
324	17.49	74	53.20
321	18.61	74	43.41
363	18.89	74	68.73
264	16.68	74	45.72
324	17.32	74	52.47
328	17.34	73	48.52
290	15.98	73	51.92
253	15.80	74	49.95
331	17.87	73	52.97
332	17.19	74	53.59
321	16.85	73	52.62
322	18.90	73	53.01
348	20.19	73	55.16
359	17.19	74	57.24
342	15.62	74	56.98
285	14.21	73	52.67
