Avg_MHz	Busy%	PkgTmp	PkgWatt
370	24.00	72	55.61
412	22.94	71	49.04
419	22.56	72	56.83
416	22.44	72	59.47
421	22.48	72	59.65
428	22.97	71	59.35
419	22.83	71	58.73
426	22.84	71	59.58
329	20.40	71	53.36
379	23.10	71	47.10
386	22.65	71	43.48
390	22.46	71	51.66
391	22.96	71	54.76
389	22.23	71	54.52
392	22.57	71	54.35
380	22.76	71	54.65
296	21.15	71	50.60
381	23.30	71	43.24
341	20.86	70	41.34
371	22.46	71	53.30
361	22.05	72	53.49
385	21.95	71	54.74
382	21.63	71	54.64
321	20.05	72	52.23
334	22.29	72	43.18
387	24.44	71	42.59
381	22.99	71	42.39
393	23.16	71	43.21
345	20.92	70	47.23
406	23.89	71	55.09
394	22.27	71	55.26
362	21.16	71	54.14
368	22.19	71	53.58
351	21.15	71	53.38
392	22.34	72	55.09
380	22.79	71	54.60
379	22.91	71	54.16
392	22.21	71	55.01
356	21.69	71	53.39
370	22.49	71	53.84
391	23.63	71	54.75
405	22.67	71	55.48
384	21.80	72	54.58
344	22.06	72	53.28
404	24.21	72	56.81
452	25.26	71	59.59
432	23.32	71	59.69
414	23.36	72	57.41
399	22.72	71	56.65
403	23.05	72	55.06
390	22.02	71	54.91
344	21.65	71	53.03
376	23.86	71	50.99
391	23.71	71	61.20
442	23.53	71	59.76
351	22.32	72	54.08
377	22.81	71	54.19
374	22.23	71	53.05
366	23.49	71	55.35
404	24.90	71	56.51
447	24.29	72	59.80
436	22.62	71	60.37
415	21.98	72	58.52
307	19.83	71	51.89
379	22.66	72	54.20
407	23.51	71	55.37
387	22.12	71	54.84
361	21.60	72	53.50
375	23.05	72	54.07
401	23.02	71	55.26
392	22.34	71	55.27
349	21.64	72	53.16
361	21.68	71	53.73
386	22.36	71	54.66
382	21.78	72	54.09
368	23.00	72	54.78
395	22.68	72	55.61
358	20.95	72	54.13
378	22.82	71	54.17
365	22.48	71	53.67
389	22.07	72	55.24
391	22.08	71	55.05
343	20.60	71	53.28
350	21.73	71	53.02
395	22.54	71	55.60
412	23.80	72	55.87
390	22.41	71	55.23
359	21.29	72	53.59
398	23.60	72	55.29
397	22.62	72	55.07
376	21.98	71	54.44
362	22.68	72	53.97
338	21.50	72	53.29
426	24.84	72	57.99
432	22.90	71	59.44
415	23.57	71	55.88
406	22.62	71	56.16
344	21.11	72	53.66
378	24.61	72	54.60
375	22.27	72	54.26
402	22.90	72	55.32
392	22.17	71	55.11
324	20.41	71	52.84
367	22.26	72	53.82
389	21.86	71	55.25
396	22.50	71	55.30
404	23.38	72	55.45
334	20.66	71	53.34
415	25.70	71	56.70
440	23.03	71	60.17
429	23.22	72	58.97
390	22.08	72	55.17
335	21.44	72	52.65
439	24.31	71	59.52
409	21.42	72	58.66
386	21.64	72	55.17
413	23.80	72	55.82
354	21.21	72	53.58
375	22.73	71	54.11
369	22.08	72	53.98
402	22.82	72	55.36
374	21.35	72	52.78
327	20.46	71	54.75
380	22.06	72	54.47
371	21.60	71	54.36
357	21.44	72	53.47
387	24.44	72	44.91
352	21.70	72	40.80
408	23.43	71	52.10
393	22.13	71	54.94
337	21.27	71	52.84
340	21.63	71	52.32
323	21.30	72	51.47
355	22.31	72	42.26
356	22.44	71	42.38
407	23.61	72	49.72
453	24.50	72	59.09
392	21.28	72	57.98
335	21.31	72	53.12
338	21.65	73	52.64
391	22.98	72	54.70
391	21.60	71	55.05
292	18.98	72	51.23
347	22.11	72	40.63
384	23.10	71	43.14
421	22.97	72	57.70
408	22.38	71	57.00
335	21.20	72	52.73
384	22.01	71	45.81
401	23.08	71	49.15
336	21.05	71	52.76
340	22.05	71	44.98
371	22.52	71	42.85
388	22.38	71	43.15
347	21.29	71	41.70
387	22.55	71	43.09
390	23.66	71	41.02
373	22.32	71	46.43
338	20.71	72	52.53
394	22.74	72	54.71
401	22.93	71	54.76
358	21.10	72	53.48
353	22.16	71	52.50
391	22.48	71	54.72
388	21.72	71	54.73
382	21.77	72	54.52
379	23.94	72	53.10
361	21.99	71	54.12
394	22.53	73	54.76
396	22.76	72	55.31
357	21.96	72	53.55
352	21.01	71	53.14
377	21.97	71	54.10
378	21.48	71	54.52
348	21.10	71	52.96
390	22.21	72	54.63
388	23.22	71	54.30
367	21.91	71	53.70
348	21.30	70	52.93
395	22.59	71	54.81
392	22.26	71	54.68
346	20.89	72	53.02
396	24.46	71	55.78
427	22.62	71	59.37
431	22.40	71	59.80
418	21.81	71	58.79
387	22.56	72	55.00
385	22.29	71	54.42
383	21.91	72	54.19
376	22.55	71	54.39
382	24.73	71	54.66
348	21.21	70	54.56
416	24.42	72	57.35
395	21.38	70	58.45
370	22.80	71	55.27
369	17.64	71	57.24
287	14.87	72	53.45
268	15.22	71	51.18
281	15.86	72	51.53
356	17.05	71	56.40
352	15.75	71	56.95
300	14.42	71	53.48
320	16.16	71	54.08
347	15.55	71	56.84
347	15.47	71	56.87
329	15.14	72	55.11
262	15.92	72	50.05
292	15.40	71	51.31
296	14.93	71	45.30
278	14.68	71	51.39
257	15.19	71	49.68
225	14.66	70	39.52
277	15.41	70	39.28
248	13.64	71	42.73
264	15.06	71	37.43
282	14.85	70	39.81
255	15.93	71	35.08
230	14.35	70	34.22
248	15.32	70	37.04
288	15.72	70	39.56
290	14.79	70	40.29
